Sample_ID,Site,Inclusive site,Geologic Member/Level,Order,Family.modifier,Family,Tribe.modifier,Tribe,Reference/ Repository
KNMER3540,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNMER3540,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNMER3540,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNMER3540,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNMER3540,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNMER3540,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNMER3540,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNMER3540,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNMER3541,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNMER3541,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNMER3541,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNMER3541,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNMER3541,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNMER3541,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNMER3541,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNMER3541,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNMER3541,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNMER3541,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNMER3541,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNMER3541,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNMER3541,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNMER3541,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNMER3541,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNMER3541,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNMER3541,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNMER3541,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNMER3541,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNMER3541,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNMER3545,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNMER3545,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNMER3545,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNMER3546,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNMER3551,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
Primate-Arch 1003,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
Primate-Arch 1024,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
Primate-Arch 1066,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
AV FS 1543,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
AV FS 1544,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
ET03-134,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
ET03-171,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNMER2881,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNMER2882,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNMER3348,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNMER3349,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNMER4192,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
Primate-Arch 1048,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
Primate-Arch 1084,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
KNMER2913,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Alcelaphini,Turkana Basin Database
Primate-Arch 1013,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Alcelaphini,Turkana Basin Database
KNMER2816,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Potamochoerini,Turkana Basin Database
KNMER2875,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Potamochoerini,Turkana Basin Database
KNMER2875,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Potamochoerini,Turkana Basin Database
KNMER2875,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Potamochoerini,Turkana Basin Database
KNMER2876,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Potamochoerini,Turkana Basin Database
Primate-Arch 1041,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Potamochoerini,Turkana Basin Database
KNMER2838,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Bovini,Turkana Basin Database
KNMER2844,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Bovini,Turkana Basin Database
KNMER2849,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Bovini,Turkana Basin Database
KNMER2872,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Bovini,Turkana Basin Database
KNMER2872,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Bovini,Turkana Basin Database
KNMER2911,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Bovini,Turkana Basin Database
KNMER4855,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Bovini,Turkana Basin Database
KNMER4920,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Bovini,Turkana Basin Database
KNMER5225,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Bovini,Turkana Basin Database
Primate-Arch 1045,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Alcelaphini,Turkana Basin Database
KNMER2928,East Turkana,East Turkana,Lokochot,Artiodactyla,,Giraffidae,,Sivatheriini,Turkana Basin Database
KNMER3903,East Turkana,East Turkana,Lokochot,Artiodactyla,,Giraffidae,,Sivatheriini,Turkana Basin Database
ET03-122,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Tragelaphini,Turkana Basin Database
ET03-124,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Tragelaphini,Turkana Basin Database
ET03-136,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,cf,Tragelaphini,Turkana Basin Database
KNMER1589,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Tragelaphini,Turkana Basin Database
KNMER1589,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Tragelaphini,Turkana Basin Database
KNMER2807,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Tragelaphini,Turkana Basin Database
KNMER2825,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Tragelaphini,Turkana Basin Database
KNMER2826,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Tragelaphini,Turkana Basin Database
KNMER2827,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Tragelaphini,Turkana Basin Database
KNMER2828,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Tragelaphini,Turkana Basin Database
KNMER2829,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Tragelaphini,Turkana Basin Database
KNMER2832,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Tragelaphini,Turkana Basin Database
KNMER2834,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Tragelaphini,Turkana Basin Database
KNMER2835,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Tragelaphini,Turkana Basin Database
KNMER2835,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Tragelaphini,Turkana Basin Database
KNMER2835,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Tragelaphini,Turkana Basin Database
KNMER2835,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Tragelaphini,Turkana Basin Database
KNMER2835,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Tragelaphini,Turkana Basin Database
KNMER2904,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Tragelaphini,Turkana Basin Database
KNMER2906,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Tragelaphini,Turkana Basin Database
KNMER2907,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Tragelaphini,Turkana Basin Database
KNMER2908,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Tragelaphini,Turkana Basin Database
KNMER2909,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Tragelaphini,Turkana Basin Database
KNMER2910,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Tragelaphini,Turkana Basin Database
KNMER4544,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Tragelaphini,Turkana Basin Database
KNMER4615,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Tragelaphini,Turkana Basin Database
KNMER4849,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Tragelaphini,Turkana Basin Database
KNMER4853,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Tragelaphini,Turkana Basin Database
KNMER4854,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Tragelaphini,Turkana Basin Database
KNMER4862,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Tragelaphini,Turkana Basin Database
KNMER4879,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Tragelaphini,Turkana Basin Database
KNMER5217,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Tragelaphini,Turkana Basin Database
KNMER5853,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Tragelaphini,Turkana Basin Database
Primate-Arch 1050,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Tragelaphini,Turkana Basin Database
AV FS 1510,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,cf,Alcelaphini,Turkana Basin Database
AV FS 1514,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Alcelaphini,Turkana Basin Database
AV FS 1517,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Tragelaphini,Turkana Basin Database
AV FS 1520,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Alcelaphini,Turkana Basin Database
AV FS 1523,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Alcelaphini,Turkana Basin Database
AV FS 1524,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,cf,Alcelaphini,Turkana Basin Database
AV FS 1525,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Tragelaphini,Turkana Basin Database
AV FS 1530,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Antilopini,Turkana Basin Database
AV FS 1533,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Alcelaphini,Turkana Basin Database
AV FS 1535,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,cf,Alcelaphini,Turkana Basin Database
AV FS 1571,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Tragelaphini,Turkana Basin Database
AV FS 1572,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Reduncini,Turkana Basin Database
AV FS 1574,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,cf,Tragelaphini,Turkana Basin Database
AV FS 1575A,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Alcelaphini,Turkana Basin Database
AV FS 1576,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Tragelaphini,Turkana Basin Database
AV-FS-13-113,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Alcelaphini,Turkana Basin Database
AV-FS-13-59,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Antilopini,Turkana Basin Database
AV-FS-13-70,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Alcelaphini,Turkana Basin Database
AV-FS-13-71,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Alcelaphini,Turkana Basin Database
AV-FS-13-72,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Alcelaphini,Turkana Basin Database
AV-FS-13-74,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Reduncini,Turkana Basin Database
AV-FS-13-77,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Alcelaphini,Turkana Basin Database
AV-FS-13-91,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,cf,Reduncini,Turkana Basin Database
AV-FS-13-92,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Tragelaphini,Turkana Basin Database
ET03-157,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Antilopini,Turkana Basin Database
Primate-Arch 1004,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Reduncini,Turkana Basin Database
Primate-Arch 1005,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Alcelaphini,Turkana Basin Database
Primate-Arch 1056,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Alcelaphini,Turkana Basin Database
Primate-Arch 1079,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Reduncini,Turkana Basin Database
Primate-Arch 1086,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,cf,Alcelaphini,Turkana Basin Database
Primate-Arch 1093,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Alcelaphini,Turkana Basin Database
Primate-Arch 1096,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Alcelaphini,Turkana Basin Database
Primate-Arch 1250,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Alcelaphini,Turkana Basin Database
Primate-Arch 1254,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Alcelaphini,Turkana Basin Database
Primate-Arch 1255,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,Antilopini,Turkana Basin Database
AV FS 1501,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,,Turkana Basin Database
AV FS 1502,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,,Turkana Basin Database
AV FS 1503,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,,Turkana Basin Database
AV FS 1504,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,,Turkana Basin Database
AV FS 1507,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,,Turkana Basin Database
AV FS 15101,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,,Turkana Basin Database
AV FS 1511,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,,Turkana Basin Database
AV FS 1513,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,,Turkana Basin Database
AV FS 1521,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,,Turkana Basin Database
AV FS 1526,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,,Turkana Basin Database
AV FS 1536,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,,Turkana Basin Database
AV FS 1537,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,,Turkana Basin Database
AV FS 1552,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,,Turkana Basin Database
AV FS 1568,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,,Turkana Basin Database
AV FS 1580,East Turkana,East Turkana,Lokochot,Artiodactyla,cf,Bovidae,,,Turkana Basin Database
AV FS 1584,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,,Turkana Basin Database
AV FS 1588,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,,Turkana Basin Database
AV-FS-13-112,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,,Turkana Basin Database
AV-FS-13-122,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,,Turkana Basin Database
AV-FS-13-125,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,,Turkana Basin Database
AV-FS-13-55,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,,Turkana Basin Database
AV-FS-13-61,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,,Turkana Basin Database
AV-FS-13-63,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,,Turkana Basin Database
AV-FS-13-65,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,,Turkana Basin Database
AV-FS-13-67,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,,Turkana Basin Database
AV-FS-13-81,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,,Turkana Basin Database
AV-FS-13-84,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,,Turkana Basin Database
AV-FS-13-86,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,,Turkana Basin Database
AV-FS-13-87,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,,Turkana Basin Database
AV-FS-13-95,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,,Turkana Basin Database
Primate-Arch 1029,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,,Turkana Basin Database
Primate-Arch 1074,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,,Turkana Basin Database
Primate-Arch 1092,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,,Turkana Basin Database
Primate-Arch 1098,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,,Turkana Basin Database
Primate-Arch 1099,East Turkana,East Turkana,Lokochot,Artiodactyla,,Bovidae,,,Turkana Basin Database
AV FS 1522,East Turkana,East Turkana,Lokochot,Artiodactyla,,Giraffidae,,,Turkana Basin Database
AV-FS-13-117,East Turkana,East Turkana,Lokochot,Artiodactyla,,Giraffidae,,,Turkana Basin Database
AV-FS-13-120,East Turkana,East Turkana,Lokochot,Artiodactyla,,Giraffidae,,,Turkana Basin Database
AV-FS-13-124,East Turkana,East Turkana,Lokochot,Artiodactyla,,Giraffidae,,,Turkana Basin Database
Primate-Arch 1094,East Turkana,East Turkana,Lokochot,Artiodactyla,,Giraffidae,,,Turkana Basin Database
Primate-Arch 1095,East Turkana,East Turkana,Lokochot,Artiodactyla,,Giraffidae,,,Turkana Basin Database
Primate-Arch 1107,East Turkana,East Turkana,Lokochot,Artiodactyla,,Giraffidae,,,Turkana Basin Database
AV FS 15100,East Turkana,East Turkana,Lokochot,Artiodactyla,,Hippopotamidae,,,Turkana Basin Database
AV FS 15102AA,East Turkana,East Turkana,Lokochot,Artiodactyla,,Hippopotamidae,,,Turkana Basin Database
AV FS 15103,East Turkana,East Turkana,Lokochot,Artiodactyla,,Hippopotamidae,,,Turkana Basin Database
AV FS 1538,East Turkana,East Turkana,Lokochot,Artiodactyla,,Hippopotamidae,,,Turkana Basin Database
AV FS 1539,East Turkana,East Turkana,Lokochot,Artiodactyla,,Hippopotamidae,,,Turkana Basin Database
AV FS 1541,East Turkana,East Turkana,Lokochot,Artiodactyla,,Hippopotamidae,,,Turkana Basin Database
AV FS 1542,East Turkana,East Turkana,Lokochot,Artiodactyla,,Hippopotamidae,,,Turkana Basin Database
AV FS 1545,East Turkana,East Turkana,Lokochot,Artiodactyla,,Hippopotamidae,,,Turkana Basin Database
AV FS 1555,East Turkana,East Turkana,Lokochot,Artiodactyla,,Hippopotamidae,,,Turkana Basin Database
AV FS 1560,East Turkana,East Turkana,Lokochot,Artiodactyla,,Hippopotamidae,,,Turkana Basin Database
AV FS 1563,East Turkana,East Turkana,Lokochot,Artiodactyla,,Hippopotamidae,,,Turkana Basin Database
AV FS 1582,East Turkana,East Turkana,Lokochot,Artiodactyla,,Hippopotamidae,,,Turkana Basin Database
AV FS 1586,East Turkana,East Turkana,Lokochot,Artiodactyla,,Hippopotamidae,,,Turkana Basin Database
AV FS 1594,East Turkana,East Turkana,Lokochot,Artiodactyla,,Hippopotamidae,,,Turkana Basin Database
AV FS 1598,East Turkana,East Turkana,Lokochot,Artiodactyla,,Hippopotamidae,,,Turkana Basin Database
AV-FS-13-78,East Turkana,East Turkana,Lokochot,Artiodactyla,cf,Hippopotamidae,,,Turkana Basin Database
AV-FS-13-90,East Turkana,East Turkana,Lokochot,Artiodactyla,,Hippopotamidae,,,Turkana Basin Database
Primate-Arch 1020,East Turkana,East Turkana,Lokochot,Artiodactyla,,Hippopotamidae,,,Turkana Basin Database
Primate-Arch 1026,East Turkana,East Turkana,Lokochot,Artiodactyla,,Hippopotamidae,,,Turkana Basin Database
Primate-Arch 1061,East Turkana,East Turkana,Lokochot,Artiodactyla,cf,Hippopotamidae,,,Turkana Basin Database
AV-FS-13-64,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,cf,Nyanzachoerini,Turkana Basin Database
AV-FS-13-76,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,Nyanzachoerini,Turkana Basin Database
AV FS 1508A,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,,Turkana Basin Database
AV FS 15104,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,,Turkana Basin Database
AV FS 1515,East Turkana,East Turkana,Lokochot,Artiodactyla,cf,Suidae,,,Turkana Basin Database
AV FS 1534,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,,Turkana Basin Database
AV FS 1557,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,,Turkana Basin Database
AV FS 1558,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,,Turkana Basin Database
AV FS 1565,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,,Turkana Basin Database
AV FS 1581,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,,Turkana Basin Database
AV FS 1597,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,,Turkana Basin Database
AV-FS-13-107,East Turkana,East Turkana,Lokochot,Artiodactyla,cf,Suidae,,,Turkana Basin Database
AV-FS-13-118,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,,Turkana Basin Database
AV-FS-13-75,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,,Turkana Basin Database
AV-FS-13-97,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,,Turkana Basin Database
Primate-Arch 1102,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,,Turkana Basin Database
Primate-Arch 1166,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,,Turkana Basin Database
Primate-Arch 1182,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,,Turkana Basin Database
Primate-Arch 1252,East Turkana,East Turkana,Lokochot,Artiodactyla,,Suidae,,,Turkana Basin Database
KNMER2008,East Turkana,East Turkana,Lokochot,Carnivora,,Hyaenidae,,,Turkana Basin Database
KNMER3100,East Turkana,East Turkana,Lokochot,Carnivora,,Hyaenidae,,,Turkana Basin Database
KNMER3103,East Turkana,East Turkana,Lokochot,Carnivora,,Hyaenidae,,,Turkana Basin Database
KNMER3110,East Turkana,East Turkana,Lokochot,Carnivora,,Mustelidae,,Enhydrini,Turkana Basin Database
KNMER3871,East Turkana,East Turkana,Lokochot,Carnivora,,Mustelidae,,Enhydrini,Turkana Basin Database
KNMER3095,East Turkana,East Turkana,Lokochot,Carnivora,,Hyaenidae,,,Turkana Basin Database
AV-FS-13-121,East Turkana,East Turkana,Lokochot,Carnivora,,Canidae,,,Turkana Basin Database
ET03-162,East Turkana,East Turkana,Lokochot,Carnivora,,Hyaenidae,,,Turkana Basin Database
Primate-Arch 1082,East Turkana,East Turkana,Lokochot,Carnivora,,Hyaenidae,,,Turkana Basin Database
AV FS 1561,East Turkana,East Turkana,Lokochot,Carnivora,,,,,Turkana Basin Database
AV-FS-13-66,East Turkana,East Turkana,Lokochot,Carnivora,,,,,Turkana Basin Database
Primate-Arch 1039,East Turkana,East Turkana,Lokochot,Carnivora,,,,,Turkana Basin Database
Primate-Arch 1052,East Turkana,East Turkana,Lokochot,Carnivora,,,,,Turkana Basin Database
Primate-Arch 1053,East Turkana,East Turkana,Lokochot,Carnivora,,,,,Turkana Basin Database
Primate-Arch 1054,East Turkana,East Turkana,Lokochot,Carnivora,,,,,Turkana Basin Database
Primate-Arch 1064,East Turkana,East Turkana,Lokochot,Carnivora,,,,,Turkana Basin Database
Primate-Arch 1065,East Turkana,East Turkana,Lokochot,Carnivora,,,,,Turkana Basin Database
Primate-Arch 1103,East Turkana,East Turkana,Lokochot,Carnivora,,,,,Turkana Basin Database
Primate-Arch 1110,East Turkana,East Turkana,Lokochot,Carnivora,,,,,Turkana Basin Database
KNMER2924,East Turkana,East Turkana,Lokochot,Perissodactyla,,Rhinoceratidae,,,Turkana Basin Database
AV-FS-13-102,East Turkana,East Turkana,Lokochot,Perissodactyla,,Equidae,,Hipparionini,Turkana Basin Database
AV-FS-13-83,East Turkana,East Turkana,Lokochot,Perissodactyla,,Equidae,,Hipparionini,Turkana Basin Database
KNMER2921,East Turkana,East Turkana,Lokochot,Perissodactyla,,Equidae,,Hipparionini,Turkana Basin Database
KNMER2923,East Turkana,East Turkana,Lokochot,Perissodactyla,,Equidae,,Hipparionini,Turkana Basin Database
KNMER4074,East Turkana,East Turkana,Lokochot,Perissodactyla,,Equidae,,Hipparionini,Turkana Basin Database
